Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,4146,2
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,1000,1
509725492464019,Hon Simon Ng'ang'a King'ara - SK,These ads ran without a disclaimer,761,1
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,419,1
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,212,1
101414459084910,Stephen Munania,Stephen Munania,206,1
108703681766380,Rigathi Gachagua delivery unit,Robert Waswa Simiyu,192,1
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,161,1
110973434544853,Nakuru City News,Samuel Mwangi,159,1
1794191833968562,"Hon Dr. Kabinga Wathayu, OGW, MP",Patrick Macharia Kaboi,≤100,1
121307931254043,Econlib,These ads ran without a disclaimer,≤100,1
100820255934433,AWS Startups,These ads ran without a disclaimer,≤100,2
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,1
100866648041133,Cabdinuur Cali Salaad,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
105741532048451,Fluffy Worldwide,These ads ran without a disclaimer,≤100,1
108860542085320,Travel Abroad Made Easy,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
107720282129157,musa_manhattan,These ads ran without a disclaimer,≤100,1
