Location name,Amount spent (CZK)
Central Bohemian Region,41613
Hradec Králové Region,17440
Karlovy Vary Region,8390
Liberec Region,13815
Moravian-Silesian Region,34427
Olomouc Region,19040
Pardubice Region,15786
Plzeň Region,19464
Prague,87091
South Bohemian Region,20133
South Moravian Region,47456
Unknown,≤100
Vysočina Region,14003
Zlín Region,16670
Ústí nad Labem Region,25525
