Location name,Amount spent (ARS)
Buenos Aires,19108640
Catamarca,943336
Chaco,434999
Chubut,229511
Ciudad Autónoma de Buenos Aires,4161577
Corrientes,280848
Córdoba,2589985
Entre Rios,1616264
Formosa,294589
Jujuy,638185
La Pampa,144198
La Rioja,248154
Mendoza,542597
Misiones,445558
Neuquén,242948
Río Negro,224312
Salta,581719
San Juan,340370
San Luis,253260
Santa Cruz,655449
Santa Fe,1658841
Santiago del Estero,401561
Tierra del Fuego,181918
Tucuman,789137
Unknown,755
