Location name,Amount spent (EUR)
Carlow,≤100
Cavan,≤100
County Clare,≤100
County Cork,408
County Laois,≤100
County Leitrim,≤100
County Longford,≤100
County Louth,125
County Mayo,≤100
County Meath,146
County Monaghan,≤100
County Offaly,≤100
County Tipperary,104
County Westmeath,≤100
Donegal,105
Dublin,1624
Galway,184
Kerry,116
Kildare,152
Kilkenny,≤100
Limerick,142
Roscommon,≤100
Sligo,≤100
Unknown,≤100
Waterford,≤100
Wexford,106
Wicklow,109
