Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
546416699215073,ห้องสื่อครูคอม,ห้องสื่อครูคอม,7820,3
113068281819800,สอนลงทุนหุ้น ฟรี โดย อ.คเชนทร์ เบญจกุล,These ads ran without a disclaimer,7527,5
480222865705980,สรรเพชญ บุญญามณี,สรรเพชญ บุญญามณี,1126,2
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,สอบข้าราชการท้องถิ่น By Thurakan,908,1
101765292217619,นราเดช คำทัปน์ เบอร์4,นราเดช คำทัปน์ เบอร์4,569,7
622674297897819,Screenshirt2020,Screenshirt2020,527,1
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,515,1
102455792373026,ทนายฐิติญา เนย,These ads ran without a disclaimer,445,1
110325275488,efinanceThai,efinanceThai,436,1
418729291509368,สถาบันปรีดี พนมยงค์ Pridi Banomyong Institute,สถาบันปรีดี พนมยงค์ Pridi Banomyong Institute,376,5
104769961794110,อินทรัตน์ ยอดบางเตย,อินทรัตน์ ยอดบางเตย,354,11
100624122148338,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,353,41
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,322,3
109554115470973,ซงเล Station,These ads ran without a disclaimer,311,1
104427797605274,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,305,4
106151945819870,Dr.Fon clinic หาดใหญ่,Dr.Fon clinic หาดใหญ่,256,3
1551751431783222,The Momentum,The Momentum,237,2
108078728711599,Dr.Fon clinic -หาดใหญ่,Dr.Fon clinic -หาดใหญ่,196,2
174738095989909,Pichai Naripthaphan,These ads ran without a disclaimer,187,1
104393812499502,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,182,1
105546651850693,วีรนันท์ ฮวดศรี-Weeranan Huadsri-ทนายป๊อก,วีรนันท์ ฮวดศรี-Weeranan Huadsri-ทนายป๊อก,178,2
116002444757541,Diamond international visa& travel chiangmai,These ads ran without a disclaimer,176,3
100555633049332,จุดฟามเสื้อ by. Twenty2,These ads ran without a disclaimer,160,1
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,139,1
368356080442700,กำนันพงษ์ศักดิ์ จ่าแก้ว - คนรักสุราษฎร์,กำนันพงษ์ศักดิ์ จ่าแก้ว - คนรักสุราษฎร์,138,1
100121062878145,เซซามินงานวิจัยเชียงใหม่ ศูนย์จำหน่ายโดยตรง0986989886,These ads ran without a disclaimer,138,1
194806671454828,นายศาสตรา ศรีปาน - Sarttra Sripan,นายศาสตรา ศรีปาน - Sarttra Sripan,135,1
107612328588715,The Voters,The Voters,132,5
101752965608250,โยธิน พงษ์อ้อ Yothin Pong-or,These ads ran without a disclaimer,129,2
601953326929372,ธัญวัจน์ กมลวงศ์วัฒน์ - Tunyawaj Kamolwongwat,ธัญวัจน์ กมลวงศ์วัฒน์ - Tunyawaj Kamolwongwat,124,3
104414891596686,Studio Photo Story,These ads ran without a disclaimer,120,1
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,118,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,118,1
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,116,2
102000355765413,ธันย์ชนน ศรีอัษฎาวุธกุล - Thanchanon Sriusadawutkul,ธันย์ชนน ศรีอัษฎาวุธกุล - Thanchanon Sriusadawutkul,108,1
