Location name,Amount spent (TWD)
Changhua,15231
Chiayi,5829
Hsinchu,10878
Hsinchu City,18711
Hualien,11554
Kaohsiung,29440
Keelung City,9427
Kinmen,461
Lienchiang,≤100
Miaoli,11637
Nantou,11046
New Taipei City,47825
Penghu,700
Pingtung,10061
Taichung,34267
Tainan,18714
Taipei,36648
Taitung,9208
Taoyuan City,29751
Unknown,8845
Yilan,10632
Yunlin,8958
