Location name,Amount spent (TWD)
Changhua,13926
Chiayi,2811
Hsinchu,5700
Hsinchu City,8656
Hualien,4417
Kaohsiung,41887
Keelung City,6152
Kinmen,733
Lienchiang,≤100
Miaoli,5989
Nantou,6259
New Taipei City,67121
Penghu,1040
Pingtung,7942
Taichung,51402
Tainan,26288
Taipei,51479
Taitung,3155
Taoyuan City,38824
Unknown,5193
Yilan,4578
Yunlin,7192
