Location name,Amount spent (PKR)
Azad Kashmir,891
Balochistan,1437
Federally Administered Tribal Areas,273
Gilgit-Baltistan,367
Islamabad Capital Territory,1640
Khyber Pakhtunkhwa,4924
Punjab,14411
Sindh,612027
