Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
2229936167288652,Juan Sartori,Equipo Juan Sartori,2592,3
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,851,16
860395507438977,Compromiso con el Cambio,Santiago Raffo Arias,785,4
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,312,2
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,288,1
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,247,4
339506493370193,Richard Sander,Richard Saul Sander Darín,165,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,159,2
107574220629167,Carolina Batista,Norma Valentina Pérez Nunez,127,3
106973842317140,Sophia Ribeiro,These ads ran without a disclaimer,≤100,9
106688362420120,Andrea Zumar,These ads ran without a disclaimer,≤100,1
112872221753732,Sara Perez,These ads ran without a disclaimer,≤100,16
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100,1
118374491163701,acostaylarag,These ads ran without a disclaimer,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100,6
1543353175947544,Tibidabo Ediciones,These ads ran without a disclaimer,≤100,1
106774006022127,מסע - Masa Israel Journey,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
140280689337896,Escuela de Posgrados en Comunicación - Universidad Austral,These ads ran without a disclaimer,≤100,2
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,1
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,1
1482174305394430,el pupitre de Pilu,These ads ran without a disclaimer,≤100,1
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
2080709782244559,Molecor,These ads ran without a disclaimer,≤100,1
47815171686,Banyan Tree Hotels & Resorts,These ads ran without a disclaimer,≤100,1
111132794348779,That Happened,These ads ran without a disclaimer,≤100,2
