Location name,Amount spent (ZAR)
Eastern Cape,843
Free State,936
Gauteng,4571
KwaZulu-Natal,1633
Limpopo,374
Mpumalanga,463
North West,334
Northern Cape,148
Unknown,≤100
Western Cape,10791
