Location name,Amount spent (ARS)
Buenos Aires,1562071
Catamarca,43365
Chaco,141123
Chubut,110894
Ciudad Autónoma de Buenos Aires,433757
Corrientes,55075
Córdoba,2357880
Entre Rios,164540
Formosa,35571
Jujuy,25827
La Pampa,159897
La Rioja,45522
Mendoza,72219
Misiones,120724
Neuquén,466441
Río Negro,142040
Salta,311463
San Juan,179232
San Luis,99768
Santa Cruz,21332
Santa Fe,566231
Santiago del Estero,16209
Tierra del Fuego,51680
Tucuman,118213
Unknown,≤100
