Location name,Amount spent (BRL)
Acre (state),675
Alagoas,3225
Amapá,1115
Amazonas,4519
Bahia,12562
Ceará,11962
Espírito Santo,4878
Federal District,6380
Goiás,6865
Maranhão,5209
Mato Grosso,4512
Mato Grosso do Sul,4317
Minas Gerais,22315
Paraná,16650
Paraíba,3741
Pará,5788
Pernambuco,9241
Piauí,2993
Rio Grande do Norte,4105
Rio Grande do Sul,17517
Rio de Janeiro (state),22857
Rondônia,2201
Roraima,1634
Santa Catarina,9722
Sergipe,2822
São Paulo (state),63893
Tocantins,1329
Unknown,≤100
