Location name,Amount spent (TRY)
Adana Province,10261
Adıyaman Province,848
Afyonkarahisar Province,4587
Aksaray Province,8623
Amasya Province,1151
Ankara Province,26016
Antalya Province,12349
Ardahan Province,372
Artvin Province,1736
Aydın Province,3457
Ağrı Province,611
Balıkesir Province,6812
Bartın Province,1858
Batman Province,1579
Bayburt Province,252
Bilecik Province,755
Bingöl Province,404
Bitlis Province,739
Bolu Province,1168
Burdur Province,883
Bursa Province,13835
Denizli Province,5312
Diyarbakır Province,2891
Düzce Province,1351
Edirne Province,869
Elazığ Province,1349
Erzincan Province,1301
Erzurum Province,1531
Eskişehir Province,5815
Gaziantep Province,7035
Giresun Province,3023
Gümüşhane Province,272
Hakkâri Province,255
Hatay Province,3955
Isparta Province,2245
Istanbul Province,174566
Iğdır Province,306
Kahramanmaraş Province,2075
Karabük Province,1382
Karaman Province,1210
Kars Province,514
Kastamonu Province,9619
Kayseri Province,6217
Kilis Province,304
Kocaeli Province,7166
Konya Province,14112
Kütahya Province,2051
Kırklareli Province,1254
Kırıkkale Province,1057
Kırşehir Province,871
Malatya Province,1218
Manisa Province,6456
Mardin Province,1515
Mersin Province,31560
Muğla Province,3775
Muş Province,371
Nevşehir Province,948
Niğde Province,1340
Ordu Province,6094
Osmaniye Province,2256
Rize Province,2143
Sakarya Province,1653
Samsun Province,6505
Siirt Province,541
Sinop Province,1424
Sivas Province,1585
Tekirdağ Province,2498
Tokat Province,3781
Trabzon Province,3403
Tunceli Province,161
Unknown,≤100
Uşak Province,2340
Van Province,1526
Yalova Province,891
Yozgat Province,1228
Zonguldak Province,2116
Çanakkale Province,3501
Çankırı Province,717
Çorum Province,1971
İzmir Province,21197
Şanlıurfa Province,6304
Şırnak Province,706
