Location name,Amount spent (TWD)
Changhua,9012
Chiayi,2437
Hsinchu,4466
Hsinchu City,7611
Hualien,3410
Kaohsiung,31512
Keelung City,4985
Kinmen,573
Lienchiang,≤100
Miaoli,4481
Nantou,3787
New Taipei City,51872
Penghu,886
Pingtung,6283
Taichung,38314
Tainan,20449
Taipei,42975
Taitung,1962
Taoyuan City,29812
Unknown,3885
Yilan,4227
Yunlin,5680
