Location name,Amount spent (ZAR)
Eastern Cape,723
Free State,334
Gauteng,2411
KwaZulu-Natal,835
Limpopo,251
Mpumalanga,314
North West,263
Northern Cape,247
Unknown,≤100
Western Cape,5923
