Location name,Amount spent (NOK)
Akershus,3577
Aust-Agder,626
Buskerud,1429
Finnmark,455
Hedmark,1064
Hordaland,3720
Møre og Romsdal,3259
Nord-Trøndelag,725
Nordland,1454
Oppland,906
Oslo,7111
Rogaland,2662
Sogn og Fjordane,592
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1804
Telemark,1251
Troms,1083
Unknown,≤100
Vest-Agder,1226
Vestfold,1885
Østfold,1542
