Location name,Amount spent (CZK)
Central Bohemian Region,7314
Hradec Králové Region,2786
Karlovy Vary Region,1924
Liberec Region,2229
Moravian-Silesian Region,6230
Olomouc Region,3652
Pardubice Region,2500
Plzeň Region,3133
Prague,14244
South Bohemian Region,3881
South Moravian Region,7443
Unknown,≤100
Vysočina Region,2524
Zlín Region,2576
Ústí nad Labem Region,4694
