Location name,Amount spent (BRL)
Acre (state),1351
Alagoas,4551
Amapá,959
Amazonas,6610
Bahia,16913
Ceará,12484
Espírito Santo,8332
Federal District,5455
Goiás,15589
Maranhão,6053
Mato Grosso,9099
Mato Grosso do Sul,7077
Minas Gerais,48214
Paraná,26240
Paraíba,5570
Pará,11111
Pernambuco,14301
Piauí,3322
Rio Grande do Norte,6848
Rio Grande do Sul,34660
Rio de Janeiro (state),38617
Rondônia,2086
Roraima,1269
Santa Catarina,23356
Sergipe,2484
São Paulo (state),134275
Tocantins,1906
Unknown,≤100
