Location name,Amount spent (EUR)
Central Finland,3582
Central Ostrobothnia,1112
Etelä-Savo,1513
Kainuu,826
Kymenlaakso,1908
Lapland (Finland),2630
North Karelia,1620
Northern Ostrobothnia,5999
Ostrobothnia (region),3040
Pirkanmaa,7438
Pohjois-Savo,2633
Päijät-Häme,2856
Satakunta,2298
South Karelia,1081
Southern Ostrobothnia,2848
Southwest Finland,6315
Tavastia Proper,2298
Unknown,≤100
Uusimaa,37526
Åland Islands,252
