Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
314461342013814,Miles Chile,CORPORACIÓN MILES with Facebook ad credits,268440,31
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,250135,5
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,179935,3
742589802465506,Reforma la Reforma,Fundación Ciudadanos en Acción,162960,5
1548643738480723,Asistencia Deudores,Asistencia Deudores,162119,10
102660885525434,Con mi plata NO,Con mi plata No,138347,28
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,105085,4
100447419569628,Demócratas Chile,Demócratas,87585,45
105798328215264,Asistencia Familia,Asistencia Familia,81267,1
103463095024719,Curiocity,Curiocíty,56926,3
104487498154013,Agenda Transparencia,Agenda Transparencia,52623,6
342240665893084,Rojo Edwards,Rojo Edwards,48887,17
103527991214141,Cero DICOM,Cero Dicom,35583,5
26929188652,El Observatodo,MiVoz.cl,32783,66
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29603,1
511206245636926,Matías Walker Prieto,Matías Walker,29472,13
101041179311464,Integradora Thinking,Integradora Thinking,25081,3
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,24600,11
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,24439,15
109339288407350,Santuario Quitralco,Santuario Quitralco,24078,1
100537472438913,Futuro Madera,Futuro Madera,23245,4
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,22720,1
103030962615298,Chile YAAC,Chile YAAC,21500,7
2257351691213562,Noticias que marcarán pauta,Noticias que marcarán pauta,18673,1
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,17824,9
78239901502,Diario Financiero,Grupo DF,17824,6
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,16975,2
109626371709961,Salmones Austral,Salmones Austral,16417,18
391338058160314,Desafío Chile Sin Basura,Benjamín Jose Cruz Pacheco,14665,2
104224427947088,Circula el Plástico,Metrix,14429,2
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,14337,1
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,14143,3
115883738043634,No A Ciclo,No a Ciclo,13160,2
104189318481439,Minería y Futuro,Mineria y Futuro,12731,1
214215822426016,Punto Prensa,Punto Prensa SPA,11409,1
137870152908799,Fundación Para La Confianza,Fundación para la confianza,11068,1
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,11034,1
1140435596103153,Asociación Chilena de Municipalidades,Asociación Chilena de Municipalidades,10795,1
104085155608596,Gilda_Mendoza,Gilda Mendoza,10739,3
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,10106,1
108145794246480,El Espectador de Ñuble,El Espectadoor de Ñuble,10000,1
295886120554128,Polpaico,Cemento Polpaico SA,9913,2
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,9529,2
181189911970230,Alberto Undurraga V,Alberto Undurraga Vicuña,8439,1
438330923602981,Libres Chile,Libres Chile,7984,1
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,7071,9
113182225365715,Mi Sanfelipe,Diego Andres Zuniga,7001,2
298324550663462,Daniela Ginestar,These ads ran without a disclaimer,6625,1
795799943823203,EVoting Global,E-Voting Chile SPA,6204,1
1257818931046767,Azerta Chile,Azerta,5955,3
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,5796,1
239993549715970,Pablo Oliva Parra,Pablo Oliva Parra,5424,1
239724839481005,Municipalidad de Vicuña,Brecha Digital Consultores,5109,10
1643674159197342,Corporación Municipal de Rancagua,Cormun,5026,10
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,4643,7
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,4451,2
317644722033741,Coagra S.A.,These ads ran without a disclaimer,4271,1
1539380629490140,Pirque Educación y Salud,Corporación de Salud y Educación Pirque,4041,10
643513979193133,Unidos por Beatriz,Neuma,3888,4
1844662035793976,Diputado Mauro González Villarroel,Mauro Daniel González Villarroel,3826,1
968772086505075,Gerardo Espíndola Rojas,Gerardo Alfredo Espíndola Rojas,3626,1
221901754840837,Acciona.Chile,ACCIONA Chile,3573,1
111375463904195,Core Jacqueline Jorquera,Jacqueline Jorquera,3546,8
391942677830037,Henry Leal Bizama,Henry Leal Bizama,3513,1
212672485793114,Frank Sauerbaum,Frank Carlos Sauerbaum Muñoz,3482,1
108523631002340,Loreta Villegas- Consejera Regional Aysen,Maria Loreta Villegas Almonacid,3119,3
100258022396624,reutilizalibros,These ads ran without a disclaimer,3104,1
101579022115580,Javiera Morales Alvarado,Catalina Alexandra Jesse Carrasco Araya,2993,1
226593947367922,Cultiva,Cultiva,2936,1
107151670642286,Al Aguaite Sin Censura,Maxi Agustin Soto Yañez,2686,1
115046015881560,Alcalde Marcos Morales Ureta,Marcos Antonio Morales Ureta,2456,1
204430603582,La Tercera,These ads ran without a disclaimer,2364,1
106088671518497,Agustín Iglesias Concejal Independencia,Agustin Ignacio Iglesias Munoz,2315,1
211625929000469,Jaime Escudero,Jaime Escudero,2296,10
126170624336,Amnistía Internacional - Chile,Amnistía Internacional Chile,2269,2
106458548157752,sylviacastroconcejala,Sylvia Ariela Del Transito Castro Gonzalez,1952,2
107843817654667,Marcela Mansilla Potocnjak,Rodrigo Alejandro Niño Carrasco,1898,1
119429514760759,Microjuris.com Chile,These ads ran without a disclaimer,1698,1
541390972732127,Consejero Regional Rodrigo Vera,Rodrigo Vera Riquelme,1304,1
2241589689235454,Horacio Lobos Azócar,Horacio Lobos,1278,1
145648978807373,El Boyaldía,MiVoz.cl,1141,2
102020808805309,Cristian Quilodran Parra,Cristian Quilodran Parra,1056,1
1033434646783995,Abrilar Chile,These ads ran without a disclaimer,997,1
401014659983460,El Morrocotudo,MiVoz.cl,992,2
105327778428136,Reves Chile,These ads ran without a disclaimer,980,1
103332995742824,Familia MÁS digital,These ads ran without a disclaimer,908,1
285802245163038,Concejal Nicolás Alvarez Vargas,Héctor Nicolas Alvarez Vargas,754,1
11005572919,La Opiñón,MiVoz.cl,751,1
179070875549922,El Naveghable,MiVoz.cl,742,1
207664915915263,El Magallanews,MiVoz.cl,613,1
553717067994412,El Nortero,MiVoz.cl,517,1
151676178849005,Felipe Donoso Castro,Felipe Guillermo Donoso Castro,506,1
105223385595171,Alice Gomes,These ads ran without a disclaimer,482,6
307181769365390,El Concecuente,MiVoz.cl,430,1
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,411,17
2399125187033318,Concejal Alberto Guerra,Alberto Remiguio Guerra Tolorza,361,1
441458279271095,Vifusa,These ads ran without a disclaimer,357,1
106283918579480,Atakama_Outdoor,These ads ran without a disclaimer,308,1
111463543776150,RADIO TÉLÉ MISSO,These ads ran without a disclaimer,262,1
229578000712635,Cobre Noticias,Marcelo Rocha,228,1
1732673060388114,Mundomiel,These ads ran without a disclaimer,219,1
107591702149758,revista_stultifera_navis,These ads ran without a disclaimer,190,1
173417548106840,Natalia Romero,Natalia Angelica Romero Talguia,177,1
107062458417359,Gaman Fox,These ads ran without a disclaimer,174,1
104876291932729,El Enamorado,These ads ran without a disclaimer,143,1
