Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
65929129383,Røde Kors,Røde Kors,11486,59
101875098313543,Andel,Andel,10837,12
59143726810,Psykiatrifonden,Psykiatrifonden,9808,5
26458152911,SOS Børnebyerne,SOS Børnebyerne,4957,21
167891603415958,Lederne,These ads ran without a disclaimer,4460,14
116269191760882,DSB,DSB,3528,6
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3185,29
72672361910,Børns Vilkår,Børns Vilkår,3079,15
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,2967,8
399210657232918,PlanBørnefonden,PlanBørnefonden,2945,25
12787473132,Berlingske,Berlingske,2907,21
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,2480,18
55365680705,Greenpeace Danmark,Greenpeace Danmark,2238,34
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,1498,8
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1405,22
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1268,50
304554445813,Videncentret Bolius,Videncentret Bolius,1043,12
133707013355759,Danner,Danner,1010,1
22030968736,Anima,Anima,968,1
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,946,24
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,910,8
102154048301476,Lederstof.dk,Lederne,850,26
377809518910165,Netcompany,Netcompany,848,10
17428770950,RÆSON,RÆSON,805,2
1480768582181666,Passagerpulsen hos Forbrugerrådet Tænk,Passagerpulsen hos Forbrugerrådet Tænk,743,21
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,736,6
304554445813,Videncentret Bolius,Bolius,680,3
494902077334290,Tuborgfondet,Tuborgfondet,676,4
178362315106,European Parliament,European Parliament,653,8
867877683280051,Weekendavisen,Weekendavisen,619,11
104560517780052,Klimafolkemødet,Klimafolkemødet,619,1
41459763029,Socialdemokratiet,Socialdemokratiet,600,12
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,599,20
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,573,10
246977185497434,Plastic Change,Plastic Change,562,23
63691965101,UNICEF Danmark,UNICEF Danmark,537,2
26573783230,Dyrenes Alliance,Dyrenes Alliance,501,1
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,480,1
748887235210811,Obton Forvaltning A/S,Obton A/S,477,7
181330585392156,Skattestyrelsen,Skattestyrelsen,454,2
287306323369,Børnecancerfonden,Børnecancerfonden,451,2
250994288337708,Sex og Samfund,Sex og Samfund,449,9
529124290474705,Nikolaj Villumsen,Enhedslisten,397,1
852608988134698,Tikko,Tikko,379,5
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,352,11
1684646181850363,TjekDet,TjekDet,333,1
105511328705392,HØRT,Børns Vilkår,327,2
1685020095059164,MOLSLINJEN,These ads ran without a disclaimer,310,2
67571270393,Red Barnet,Red Barnet,292,5
1704812646456237,SEGES i marken,SEGES Innovation P/S,265,1
374789395973804,Li-Ning distributor in Scandinavia,These ads ran without a disclaimer,258,1
246097715413231,Alkohol & Samfund,Alkohol & Samfund,258,9
533315386692100,DRC - Danmarks Restauranter & Caféer,DRC - Danmarks Restauranter & Caféer,249,8
369336273158091,Land of Hope,Land of Hope,248,10
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,244,11
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,234,2
154415494575789,IDA,IDA,217,2
153185491411799,CBS HD,These ads ran without a disclaimer,201,1
106952222676974,Liberal Alliance,Liberal Alliance,200,16
264009771074617,Niels Fuglsang,Niels Fuglsang,188,6
36664432940,Amnesty International Danmark,Amnesty International Danmark,168,9
109450894144575,Kontrast,Kontrast.dk Aps,165,2
314676938743,DM din akademiske fagforening,DM,164,2
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,163,2
1522666927799763,BCG in Denmark,Boston Consulting Group,152,4
