Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
101208005522646,Diputado José Joaquín Hernández R.,Diputado José Joaquín Hernández R.,12183,1
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,9333,2
158545737536838,Municipalidad de Escazú,Municipalidad de Escazú,8499,1
118971778191074,Partido Liberación Nacional,Partido Liberación Nacional,7083,4
269896979745792,Programa Estado de la Nación,Programa Estado de la Nación,4903,1
100508562815254,Juan Diego González Picado,Juan Diego González Picado,2724,1
529759470407402,Nelson Ugalde Rojas,Nelson Ugalde Rojas,1222,2
105767229271769,Pensador Crítico,These ads ran without a disclaimer,1090,1
108259318940861,TD_Ln2_Cuidado Cariñoso,These ads ran without a disclaimer,818,1
1564830553770208,Encuentro Municipal,Jose Luis Jimenez Robleto,289,1
105902672565367,The Daily Newsline,These ads ran without a disclaimer,≤100,1
612409275924301,The Daddest Social,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
106375945766381,Los amo a todos.KK,These ads ran without a disclaimer,≤100,1
114112935077556,Iulhjf,These ads ran without a disclaimer,≤100,1
1540070352761579,Leslye Bojorges,Leslye Bojorges,≤100,1
