Location name,Amount spent (MYR)
Johor,1006
Kedah,2568
Kelantan,333
Kuala Lumpur,2389
Labuan,≤100
Malacca,220
Negeri Sembilan,1032
Pahang,284
Penang,1024
Perak,503
Perlis,≤100
Putrajaya,≤100
Sabah,302
Sarawak,362
Selangor,6154
Terengganu,916
Unknown,≤100
