Location name,Amount spent (BRL)
Acre (state),860
Alagoas,3617
Amapá,696
Amazonas,4961
Bahia,12394
Ceará,12013
Espírito Santo,4912
Federal District,4230
Goiás,8528
Maranhão,5247
Mato Grosso,5763
Mato Grosso do Sul,4391
Minas Gerais,23660
Paraná,12932
Paraíba,4265
Pará,7591
Pernambuco,10765
Piauí,2558
Rio Grande do Norte,4526
Rio Grande do Sul,17449
Rio de Janeiro (state),20569
Rondônia,2142
Roraima,818
Santa Catarina,12516
Sergipe,1852
São Paulo (state),86864
Tocantins,1436
Unknown,≤100
