Location name,Amount spent (ARS)
Buenos Aires,581788
Catamarca,22173
Chaco,71876
Chubut,79687
Ciudad Autónoma de Buenos Aires,78954
Corrientes,21167
Córdoba,1683297
Entre Rios,57252
Formosa,13298
Jujuy,11243
La Pampa,78003
La Rioja,10025
Mendoza,35038
Misiones,18242
Neuquén,149950
Río Negro,27522
Salta,88452
San Juan,40995
San Luis,58792
Santa Cruz,12886
Santa Fe,396180
Santiago del Estero,9977
Tierra del Fuego,25757
Tucuman,29938
Unknown,≤100
