Location name,Amount spent (MYR)
Johor,328
Kedah,198
Kelantan,195
Kuala Lumpur,490
Labuan,≤100
Malacca,≤100
Negeri Sembilan,134
Pahang,194
Penang,213
Perak,227
Perlis,≤100
Putrajaya,≤100
Sabah,294
Sarawak,238
Selangor,768
Terengganu,187
Unknown,≤100
