Location name,Amount spent (TRY)
Adana Province,1158
Adıyaman Province,105
Afyonkarahisar Province,833
Aksaray Province,≤100
Amasya Province,≤100
Ankara Province,1567
Antalya Province,1560
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,517
Ağrı Province,≤100
Balıkesir Province,386
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,780
Denizli Province,220
Diyarbakır Province,410
Düzce Province,242
Edirne Province,318
Elazığ Province,135
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,260
Gaziantep Province,752
Giresun Province,104
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,583
Isparta Province,≤100
Istanbul Province,6390
Iğdır Province,≤100
Kahramanmaraş Province,535
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,394
Kilis Province,≤100
Kocaeli Province,271
Konya Province,345
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,198
Manisa Province,333
Mardin Province,≤100
Mersin Province,660
Muğla Province,271
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,127
Osmaniye Province,163
Rize Province,≤100
Sakarya Province,621
Samsun Province,373
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,254
Tokat Province,≤100
Trabzon Province,161
Tunceli Province,≤100
Unknown,≤100
Uşak Province,466
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,110
Çanakkale Province,108
Çankırı Province,≤100
Çorum Province,120
İzmir Province,2910
Şanlıurfa Province,361
Şırnak Province,≤100
