Location name,Amount spent (RON)
Alba County,479
Arad County,740
Argeș County,1266
Bacău County,727
Bihor County,765
Bistrița-Năsăud County,466
Botoșani County,594
Brașov County,1625
Brăila County,401
Bucharest,3133
Buzău County,577
Caraș-Severin County,399
Cluj County,1518
Constanța County,979
Covasna County,300
Călărași County,386
Dolj County,1099
Dâmbovița County,618
Galați County,695
Giurgiu County,318
Gorj County,503
Harghita County,482
Hunedoara County,616
Ialomița County,275
Iași County,1778
Ilfov County,476
Maramureș County,665
Mehedinți County,379
Mureș County,971
Neamț County,713
Olt County,455
Prahova County,1166
Satu Mare County,507
Sibiu County,532
Suceava County,825
Sălaj County,406
Teleorman County,351
Timiș County,995
Tulcea County,246
Unknown,≤100
Vaslui County,420
Vrancea County,395
Vâlcea County,838
