Location name,Amount spent (USD)
Ahmadi Governorate,109
Capital Governorate,1114
Farwaniya Governorate,260
Hawalli Governorate,1270
Jahra Governorate,≤100
Mubarak Al-Kabeer Governorate,≤100
Unknown,≤100
