Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
105428965854403,Comisión Nacional de Primaria VE,an advertiser in Venezuela,66267768,1
110530401611698,real.termometronacional,an advertiser in Venezuela,9010036,19
11449543593,Carlos Ocariz,an advertiser in Venezuela,7500000,2
102909028767557,Nabil Maalouf,an advertiser in Venezuela,3502514,2
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,2250000,6
105556400826169,Evadigital,These ads ran without a disclaimer,1063210,1
854258371335256,Diario del Pueblo,an advertiser in Venezuela,750000,1
112059425254850,ventecarrizaloficial,These ads ran without a disclaimer,500000,1
108259318940861,TD_Ln2_Cuidado Cariñoso,These ads ran without a disclaimer,167501,1
202339086972789,Luis Carlos Álvarez Morales,These ads ran without a disclaimer,74055,1
103064252668045,Ingees01,These ads ran without a disclaimer,≤100,1
106375945766381,Los amo a todos.KK,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
139681112726364,Boletín de la Computación,These ads ran without a disclaimer,≤100,2
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
100823192690476,Jennifer Davis,These ads ran without a disclaimer,≤100,1
