Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,17573707,10
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,13475622,182
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,3711405,8
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,1843463,13
104830667806476,Melihat Indonesia,Melihat Indonesia,1011847,44
197545083607941,Harian Kompas,Harian Kompas,960023,27
1165819730216749,Global Ehsan Relief Indonesia,Global Ehsan Relief Indonesia,862521,10
104427162506872,Fakta Anies,Fakta Anies,696419,29
292939164731691,Relawan Herviano,Relawan Herviano,670812,37
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,661899,7
111864151754055,Esensi TV,Esensi Tv,592595,7
895727830637189,Relawan Puan 2024,Miftakhul Ansori,572691,8
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,527383,6
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",502308,2
110647840532680,Merge Mayor,These ads ran without a disclaimer,485304,1
104622532469179,Populis,Populis,439851,9
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,417471,28
522550394872544,"M Sarmuji, SE., MSi.",Muhammad Sarmuji,393653,1
188872144758,CCTV,These ads ran without a disclaimer,366250,1
110952238516382,Kiki Daliyo,Dwi Wantoro,360077,13
173776079818775,Saiful Mujani,Saidiman,355458,3
103581752405141,Sobar Harahap,Septian Raharjo,329869,11
101403669397488,Nikmatul Sugiyarto,Septian Raharjo,321952,11
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,299210,6
101428652793656,Readktif,Readktif,298847,6
104830667806476,Melihat Indonesia,Septian Raharjo,298248,11
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,297853,6
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,296309,6
106256777922958,SEA Today News,These ads ran without a disclaimer,232241,4
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,231739,14
756567881057213,Airlangga Hartarto,Airlangga Hartarto,231544,10
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,230862,5
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,209360,15
2222018624739038,Jakarta Dukung Ganjar,Ganjar Nusantara Indonesia,203660,3
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,201401,1
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,195677,2
105895429069997,,Buku Harian Politik,191261,2
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,187850,14
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,168056,24
111705291366075,Sobat Erick Thohir,Antonius Maghu Ate,167106,14
127232094369851,Sayed Abubakar A. Assegaf - Fanspage,Sayed Abu Bakar Abdullah,159654,14
104830667806476,Melihat Indonesia,Ganjar Nusantara Indonesia,157344,2
108156498584853,Tetap Puan,Marabunta Family Cyber,149039,4
112121101796090,Opini 2024,Juniar Dwi Harianto,147014,21
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,138346,2
318316705029207,Jefirstson R Riwu Kore,Jefirstson R Riwu Kore,131602,3
286082008970276,Diksar Satpam Pataka Sriwijaya,These ads ran without a disclaimer,126349,2
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,106587,18
109083348423534,Untuk Rakyat,Muhammad Miftakhunnaim,105760,9
107161484460730,Sobat Erick 2024,Mohammad Izur Islami,105287,7
101041975397915,Indonesia Satu,Bayu Wicaksono,99946,4
109080054719110,Jakarta Trend,Bayu Wicaksono,99799,3
101171689515424,Pasha Ismaya Sukardi - fanpage,Pasha Ismaya Sukardi,91951,1
109404862104586,,These ads ran without a disclaimer,88089,1
197930674140927,Gerindra Jawa Tengah,Azka Najib,85150,1
107799574074521,Rachmat Gobel Chanel,Alyun Hasan Hippy,82989,3
147555216186069,Christina Aryani,Christina Aryani Foundation,80155,1
753113741702235,Tomy Andri Zulpa,Tomy Andri Zulpa,76337,1
101629779030791,Ahmad Abdy Baramuli,Efendi Syafruddin,75196,1
117935907895698,Tidak resmi: inilahcom,Inilahcom,74319,2
1160674184085116,"I G N Kesuma Kelakan,ST.,M.Si",Ign Kesuma Kelakan,69092,2
106883058905796,Tanda Seru,Tanda Seru,68102,3
190749804290499,Rasika Pekalongan,These ads ran without a disclaimer,67919,1
39253583478,PDI Perjuangan,Muhammad Miftakhunnaim,64404,6
544107539358354,"Dr. H. Rusman Ya'qub, SPd, MSi",Rusman Yaqub,61217,7
104220529027869,Indonesia Hannover Messe,These ads ran without a disclaimer,59534,1
106681168697547,Rumah kita sulsel,Ganjar Nusantara Indonesia,58226,1
106662402320800,Rakyat Beropini,Rakyat Beropini,54647,6
104738038074564,Synergi 1 Solution,These ads ran without a disclaimer,54332,1
110750361762052,Pikiran Rakyat,Pikiran Rakyat,51165,7
103581752405141,Sobar Harahap,Ganjar Nusantara Indonesia,51017,2
101403669397488,Nikmatul Sugiyarto,Ganjar Nusantara Indonesia,50836,2
103988485823931,"Amin P Napitupulu,SH,MH",Marabunta Family Cyber,50242,2
1690573611256871,Pemerintah Kota Manado,Bryan Sumilat,49472,1
102626198026698,Rika Sudjiman,Juniar Dwi Harianto,47722,2
188027331578313,Andre Lukman,Andre Lukman,47070,1
434156423702715,Musa Rajekshah,Musa Rajekshah,46916,1
103411659195911,JIMAT,Arik Luviani Putri Yasa,46897,3
110368964786452,Kemajuan Bersama,Muhammad Miftakhunnaim,46135,4
109599488226970,pandiinstitute,These ads ran without a disclaimer,44126,1
107816328582911,Kominfo PPP Sulteng,Shauqi. H. Maskati,43689,1
303339530017265,Huawei For Indonesia,Wonny Nur Rimba Utami,43406,2
106524371346347,NTBSATU.com,NTBSATU.com,41949,3
110547131467051,Ikfina Fahmawati,Diovanka Darmawan,41328,1
109793991710079,Jane Natalia Suryanto,Jane Natalia Suryanto,38521,1
101355948222111,Golkar Indonesia,Golkar Indonesia,36350,2
108346091544917,Katalis IA,IA-CEPA ECP Katalis,35402,3
1765558303502653,Sahari - Sahabat Hariadi,Hariadi Hardy,34937,1
102273039070802,Info Terkini,Muhammad Miftakhunnaim,34921,5
969638999781691,DPD PKS KOTA BATAM,PKS KOTA BATAM,34025,4
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,32620,1
312490859193724,mensbatik,Bayu Setayudha,32552,6
101801699177654,Muhamad Sodikin,Saepujaman,31295,2
114046941578656,Tim Pemenangan HAM,Relawan HAM,31048,1
518967181468305,PKS Sumut,PKS Sumut,30947,1
103974322620939,Kominfo Trenggalek,Anggianto,30850,2
469201610080869,Binance,These ads ran without a disclaimer,30521,1
110897011635842,Ganjar Jabar,Ganjar Nusantara Indonesia,29955,1
104217932476562,Ali Badrudin,Aditya Rachmat Pamungkas,29880,1
101552865962561,GP Oku Raya,Ganjar Nusantara Indonesia,29539,1
105433402385519,"Dasril, SP",Darwis,28298,2
115834678099329,,Rahmat Dani Zaki,27741,1
1476996532583231,Syaiful Ramadhan,Syaiful Ramadhan,26780,1
103248962702683,Kemal Prabaswara Putra,Kemal Prabaswara Putra,25230,1
269284210366412,Jaringan Sahabat Akmal Ilyas - JABAT AKMAL,Reza Fauzi,24913,1
108571334357297,Melangkah Lebih Baik,Muhammad Miftakhunnaim,24662,2
102497641558430,Indonesia Tolak HOAX,Muhammad Miftakhunnaim,24661,2
101076948451651,Masa Depan Kita,Muhammad Miftakhunnaim,24478,2
110100218339060,Wahai Ibu Pertiwi,Muhammad Miftakhunnaim,23881,2
104013634372287,Rudiawan Sitorus,Rudiawan Sitorus,23607,1
108695584343029,Baik Untuk Kita,Muhammad Miftakhunnaim,23394,2
