Location name,Amount spent (TWD)
Changhua,8055
Chiayi,1948
Hsinchu,4303
Hsinchu City,6439
Hualien,3701
Kaohsiung,28800
Keelung City,3662
Kinmen,420
Lienchiang,≤100
Miaoli,4508
Nantou,3925
New Taipei City,49501
Penghu,630
Pingtung,5513
Taichung,37716
Tainan,18073
Taipei,41896
Taitung,1718
Taoyuan City,33240
Unknown,3424
Yilan,2828
Yunlin,4650
