Location name,Amount spent (TWD)
Changhua,6768
Chiayi,1536
Hsinchu,3408
Hsinchu City,5211
Hualien,2475
Kaohsiung,24754
Keelung City,2748
Kinmen,486
Lienchiang,≤100
Miaoli,3199
Nantou,2579
New Taipei City,34993
Penghu,617
Pingtung,5802
Taichung,25198
Tainan,17595
Taipei,29338
Taitung,1808
Taoyuan City,21537
Unknown,3087
Yilan,2408
Yunlin,4124
