Location name,Amount spent (CAD)
Alberta,5367
British Columbia,8376
Manitoba,7487
New Brunswick,863
Newfoundland and Labrador,771
Northwest Territories,147
Nova Scotia,1180
Nunavut,≤100
Ontario,27232
Prince Edward Island,195
Quebec,21138
Saskatchewan,1541
Unknown,≤100
Yukon,158
