Location name,Amount spent (ZAR)
Eastern Cape,531
Free State,481
Gauteng,1811
KwaZulu-Natal,797
Limpopo,593
Mpumalanga,278
North West,195
Northern Cape,≤100
Unknown,≤100
Western Cape,1694
