Location name,Amount spent (CAD)
Alberta,6921
British Columbia,10182
Manitoba,2531
New Brunswick,1207
Newfoundland and Labrador,448
Northwest Territories,≤100
Nova Scotia,1066
Nunavut,≤100
Ontario,14846
Prince Edward Island,140
Quebec,10185
Saskatchewan,1524
Unknown,≤100
Yukon,≤100
