Location name,Amount spent (NZD)
Auckland Region,2711
Bay of Plenty Region,377
Canterbury,806
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,283
Manawatu-Wanganui,357
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,207
Otago,308
Southland,122
Taranaki,158
Tasman District,≤100
Unknown,≤100
Waikato,660
Wellington Region,618
West Coast,≤100
