Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
753031955030992,Atiku-Okowa.com,One Nigeria Movement,145491,3
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,77959,15
273475106700480,Peter Obi Support Network,Wilson Obinna Agu-Thomas,71031,2
492378324116772,The Lagos State Government,The Lagos State Government,24219,1
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,23194,2
103018869332378,BantuPage,Ikechukwu Orji,11255,12
117014670139291,No Negative Vibe,Chiedozie Abarikwu,7776,2
171885956874687,Because Of Our Tomorrow,BOOT Party,6571,2
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,6270,3
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,5199,2
954380707995179,Hon. Obinna Chidoka,Ikechukwu Okafor,4710,4
116248814706806,Vote4climateng,Adebiyi Agnes,4640,1
2138867006432207,Gobir 2023,Young Progressives Party (YPP),4604,2
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,4585,1
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,4456,4
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,4284,7
2162773263850270,Khalil Network,Khalil Network,4023,1
345763855563592,Savdfutur,Savdfutur,3600,3
100595249525719,Benjamin Kayode Adereti Support Group,Benjamin Kayode Adereti Support Group,3232,4
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,3229,2
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,3204,2
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,2993,1
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,2943,1
101704896170189,Lagos Labour Support Group,Oluseyi Adesanya,2938,3
102619289418448,Refined Alliance for Atiku,Pius Ihechi Ikeoba,2780,4
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,2763,3
126460284139483,Nigerianeye,NigerianEye,2634,2
1663913513914881,English Cameroon for a United Cameroon,English Cameroon for a United Cameroon,2544,4
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2247,1
109102048600128,Ekpoto Campaign Organization,Ekpoto Campaign Organization,1950,4
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,1897,8
100202924924063,Page 36,Page 36,1860,10
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,1853,5
110720301643921,Omatseye Nesiama Campaign Organisation,Gbone Nesiama,1845,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1809,2
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,1788,1
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,1678,2
2062465467334024,Barr. Biyi Otegbeye,Barr. Biyi Otegbeye,1533,2
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1517,3
169876108479467,Biyi Otegbeye Campaign Organization,Biyi Otegbeye Campaign Organization,1508,2
661879807208966,ATIN - Atiku Transformation Initiative For Nigeria,ATIN - Atiku Transformation Initiative For Nigeria,1495,2
215863191948778,Frank Nweke Jr,Frank Nweke Ii,1464,1
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,1405,1
102835755970763,NN19,NN19,1398,2
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,1323,1
104680361991427,Hon. Mojisolaoluwa Alli-Macaulay,Omayeli Christabell Amorighoye,1303,2
100648286200482,Barr. Okey Ezea Media Office,Michael Nnamdi Okenwa,1296,4
1598205703573433,Senator Uba Sani,Uba Sani Media,1200,1
100383154696053,Lukaconfu vocal,Lukaconfu vocal,1086,4
1598185900266723,Emeka Igwe Campaign Organization,Emeka Igwe,1003,1
106388082071240,F.C Ogbundiogu Campaign Organisation,Chimobi Ogbundiogu,1000,1
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,991,2
111015904981920,Engr. Osita Ngwu Support Group,Engr. Osita Ngwu Support Group,963,1
102225129139532,Dr. Okuji Oreh,Dr. Okuji Oreh,951,4
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,940,1
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,940,2
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,923,2
103060401407185,Bayelsa Government New Media,Bayelsa Government New Media,923,3
101813086045206,Hon. Suleiman Abdulrazak Sariki,Hon. Suleiman Abdulrazak Sariki,904,2
163781703715266,Pulse Nigeria,Pulse Nigeria,721,1
211471295567785,Dr. Paul Enenche,These ads ran without a disclaimer,714,1
108398687462246,Rt. Hon Chukwuma Umeoji New Media,Rt. Hon Chukwuma Umeoji New Media,632,1
102169824695398,Rero TV,Rero TV,619,1
104440361079448,Hon Amechi Chinyelu,These ads ran without a disclaimer,568,1
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,525,1
103177569070325,Ibrahim Babajide Obanikoro,adeToyan Adeniji-Adele,523,1
1259858270808148,Abdullahi Adamu Misilli,Abdullahi Adamu Misilli,509,1
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,500,1
1662239013832778,The Bridge Leadership Foundation,The Bridge Leadership Foundation,488,1
1378356925818542,Gombe South Rebirth Forum,Joshua Keftin Amuga,483,1
101622722635138,Advocacy For Good Governance,Nnadi Sunny,466,1
105997422320113,Ambassador. Onijala4Senate Kwara South,Olutola Onijala,461,1
101836915650800,Veritas MEDIA,THE POLITICO,446,1
991055821093351,Itech Computer Center,These ads ran without a disclaimer,440,1
103366965764013,BAT KSM Progressives Support Group,BAT KSM Progressives Support Group,391,1
954771728004488,Lux House Inc.,Tonye Isaac,286,1
101501795704961,Sen Yakubu Lado Tv,Ayodeji Adeola Badru,276,1
104238252286926,Nwankwo Promise Chibuzo,Mboo Augustine Uchenna,238,2
113628970777085,Hon Shaaban Tv,Ayodeji Adeola Badru,230,3
1408811202692347,Child Online Africa,These ads ran without a disclaimer,161,1
110877148165820,Dr Dauda Lawal TV,Ayodeji Adeola Badru,131,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
100192066338573,pcash_godone,These ads ran without a disclaimer,≤100,1
535116016523647,Catering to Africans in Need - CAIN,These ads ran without a disclaimer,≤100,1
108741524217559,Mayorspeaks,These ads ran without a disclaimer,≤100,1
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,≤100,1
553607648072504,Alruwaq -  جريدة الرواق,These ads ran without a disclaimer,≤100,1
100519749481655,Labour Party Ogun State,Ajibola Adeboye,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
136515966360349,BBTV,These ads ran without a disclaimer,≤100,1
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,3
