Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
247711372067760,Haroletto,Haroletto,4610710,3
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,4323178,60
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,1628076,13
619776134722439,Secretaría Distrital de Salud,Secretaría distrital de Salud,1544130,29
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1325922,20
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,1250826,35
251292808253299,Canadian College,Canadian College,806301,20
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,731080,2
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,691269,11
310454127055,Politécnico Grancolombiano,Sergio Fernando Gallo Suarez,609857,4
105578134695113,Andree Uribe Montoya,Andree Uribe Montoya,558578,8
105437204540183,Miyerlandi Torres A,Miyerlandi Torres A,482103,10
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,381186,4
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,363535,5
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,289925,4
101170393279528,Rodrigo Villalba Mosquera,Martha Diaz,271686,5
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,254234,17
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,249660,2
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,234937,4
1147318942107929,Todos Somos Una,DEBRAIN LLC,197623,7
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,195557,3
112233823483908,Mallath Martinez,Toro Digital,181767,7
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,161475,33
105848177845789,All Out en español,All Out Action Fund,116534,10
1595888870671480,Carlos Arias Concejal Cali,Andres Castro Pauta,107525,4
101180852910189,Sentimiento de Todos,Equipo Comunicaciones Sentimiento de Todos,103823,2
1165655170260613,Diana Rojas,Add Media,103810,2
114510821145145,Previred Popayán / Tarjeta Médica,Previred Tarjeta Médica,102685,5
117697916615780,Julián López,Julián David López Tenorio,96377,5
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,95566,12
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,90090,2
204727076205320,Ritter López,Ritter López,88553,1
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,87291,3
108228068238348,Diego Caicedo,Diego Caicedo,85562,5
417060811811167,Juan David Duque García,Juan David Duque Garcia,80399,3
2341225942579432,Edwin Marín Concejal,Edwin Fabian Marin Marin,77195,1
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía de Barranquilla,72940,8
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,69911,5
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,61323,1
1119413181474050,El Avispero Mov,Movilizatorio,61211,1
152939514772308,Elsa Noguera,Gobernación del Atlántico,61121,1
110673818587137,Eicman Murillo,Jamundí para Todos,61084,4
113234113483957,Mauricio Muñoz,Eduer Mauricio Muñoz Noguera,58595,1
104969865721375,Profes.movimientociudadano,John Bazurto,58564,6
734195543347719,Javier Julio Bejarano,Javier Julio Bejarano,58132,3
100240736764836,Alcaldía de Palmira,Alcaldia de Palmira,58089,2
110619033633804,Juana Carolina,Ana Maria Estrada Robledo,56954,2
159326370815397,Alcaldía de Itagüí,Joseph Ferney Galvis Gonzalez,55928,5
103848281985172,Mauricio Londoño,Mauricio Londoño,54662,3
1052668304757955,Eduard Sarmiento Hidalgo,Eduard Sarmiento Hidalgo,53946,6
152211468318453,UMCTV,Freddy Barrera,52786,1
