Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,10501,1
152804904889,Samfylkingin,Samfylkingin,7762,9
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,6088,54
156161194561570,Kjarninn,Kjarninn,5198,2
405625165041,Reykjavíkurborg,Reykjavíkurborg,3081,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2829,2
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,2024,2
154893001218870,ADHD samtökin,ADHD samtökin,1697,5
573559522797177,Flokkur fólksins,Flokkur Fólksins,1504,1
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1466,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,1416,4
137524753533383,Miðflokkurinn,Miðflokkurinn,1354,1
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,726,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,499,1
674362009286406,Lifðu núna,Erna Indridadottir,386,1
1569688113329878,Evony - The King's Return,These ads ran without a disclaimer,137,1
1468015706558049,Moodys Tax,These ads ran without a disclaimer,101,1
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100,2
100627069630168,Cecília Martins,These ads ran without a disclaimer,≤100,5
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,1
100979089555293,Jose Bedoya,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,1
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100,1
