Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,1398,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,1008,6
721629447857727,567 El Espacio,Partido por la Victoria del Pueblo - Espacio 567 - Frente Amplio,704,1
110543258724648,Movimiento Blanco 2025,Cristian Damian Borges Manisse,327,2
100641784733064,Sebastian Arballo,Sebastián Gabriel Arballo Fassi,290,1
339506493370193,Richard Sander,Richard Saul Sander Darín,275,2
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,274,3
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,264,4
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,162,1
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,116,1
100461366389167,Bienestar Social IDR,Marcio Protti Toya,≤100,2
2189692867780422,Marcio Protti,Marcio Protti Toya,≤100,1
100904822517086,Non-trivial,These ads ran without a disclaimer,≤100,2
153371894688575,World Bank,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
398610380712044,River Cleanup,These ads ran without a disclaimer,≤100,2
101457766031847,A dos pasos del cielo,These ads ran without a disclaimer,≤100,1
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,≤100,1
145301255772,Global Alliance for Incinerator Alternatives (GAIA),These ads ran without a disclaimer,≤100,1
150793518281117,Covestro,These ads ran without a disclaimer,≤100,1
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
168273646553234,NED College,These ads ran without a disclaimer,≤100,1
111283271603417,Taicang Entdecken,These ads ran without a disclaimer,≤100,1
