Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,3500000
Apure,319994
Aragua,5516623
Barinas,4734915
Bolívar (state),5297575
Capital District,13784754
Carabobo,10042156
Cojedes,247496
Delta Amacuro,250000
Falcón,500000
Guárico,409993
Lara,5254906
Miranda (state),3750000
Monagas,508549
Mérida,1000000
Nueva Esparta,250000
Portuguesa,763773
Sucre,500000
Trujillo,500000
Táchira,5637399
Unknown,≤100
Vargas,1250000
Yaracuy,1112480
Zulia,12680476
