Location name,Amount spent (NOK)
Akershus,1735
Aust-Agder,1370
Buskerud,802
Finnmark,227
Hedmark,423
Hordaland,1437
Møre og Romsdal,897
Nord-Trøndelag,289
Nordland,519
Oppland,421
Oslo,3535
Rogaland,1395
Sogn og Fjordane,239
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,839
Telemark,1515
Troms,577
Unknown,≤100
Vest-Agder,2342
Vestfold,614
Østfold,687
