Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
681779338505564,Yiaga Africa,Yiaga Africa with Facebook Ad Credits,1246178,7
105756478574505,Stears,Stears,112001,12
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,54405,10
312632449480846,Governor Ifeanyi A. Okowa,Governor Ifeanyi A. Okowa,28609,3
163415157011050,Elevation NG,The Elevation Church,25097,5
903423006458068,Orodata Science,Orodata Science,23061,8
126460284139483,Nigerianeye,NigerianEye,22417,3
492378324116772,The Lagos State Government,The Lagos State Government,21453,1
277754446181585,Tonye Cole,Tonye Cole,20748,1
102869596002305,Office Of The Citizen Nigeria,Fix Politics,13252,47
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,12913,3
116248814706806,Vote4climateng,Adebiyi Agnes,10402,9
111671415154722,The Time is Now,Team Caleb Mutfwang,9782,2
111671415154722,The Time is Now,Team Caleb Mutfwang,9782,2
101869379342374,Queen Lillian Adewole Adebayo,Umari Ayim,7255,3
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,6318,1
654180731859809,T-Police,T-Police,6257,2
144607848957101,Hon. Segun Olulade,Hon. Segun Olulade,6256,3
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,6082,1
103018869332378,BantuPage,Ikechukwu Orji,5155,12
110808857137968,Marilyn Okowa-Daramola,Marilyn Okowa-Daramola,4408,1
100202924924063,Page 36,Page 36,4404,18
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,4113,3
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,4000,1
106156802090386,VoiceofZanga,These ads ran without a disclaimer,3227,1
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,2887,5
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,2805,5
103959275862698,TYCON 2023,Tycon,2685,1
1483156181977342,Precious Eze's Blog,Precious Eze's Blog,2405,8
104180761873736,Massive Entertainment.ng,Massive Entertainment,2369,5
102022562383716,"Efiom ""Papa"" Okokon","Efiom ""Papa"" Okokon",2305,3
102395884844650,CAPPA,Corporate Accountability and Public Participation Africa,2255,1
104009615779917,Engineer Jeremiah Abiola Awoyeye,Olayemi Olamide Awoyemi,1864,4
2162773263850270,Khalil Network,Khalil Network,1844,1
215863191948778,Frank Nweke Jr,Frank Nweke Ii,1827,2
101284599344123,accessoriesbytayluxury,These ads ran without a disclaimer,1683,7
112690837245787,Newsrand,Newsrand,1672,3
109926781967334,kinzbell_homes,These ads ran without a disclaimer,1662,1
103243044963750,Zybabelooks,These ads ran without a disclaimer,1601,1
101886116160600,SootCityng,X3M ideas,1409,4
100549469326452,Chevelle's Corner,These ads ran without a disclaimer,1385,1
