Location name,Amount spent (CZK)
Central Bohemian Region,4769
Hradec Králové Region,2148
Karlovy Vary Region,1652
Liberec Region,1751
Moravian-Silesian Region,4111
Olomouc Region,2478
Pardubice Region,2088
Plzeň Region,2911
Prague,13984
South Bohemian Region,2241
South Moravian Region,5579
Unknown,≤100
Vysočina Region,1965
Zlín Region,1952
Ústí nad Labem Region,3753
