Location name,Amount spent (CZK)
Central Bohemian Region,44449
Hradec Králové Region,17391
Karlovy Vary Region,7837
Liberec Region,14500
Moravian-Silesian Region,34104
Olomouc Region,18647
Pardubice Region,16080
Plzeň Region,18978
Prague,96023
South Bohemian Region,20662
South Moravian Region,51358
Unknown,≤100
Vysočina Region,14879
Zlín Region,16829
Ústí nad Labem Region,24502
