Location name,Amount spent (MYR)
Johor,383
Kedah,303
Kelantan,190
Kuala Lumpur,533
Labuan,≤100
Malacca,145
Negeri Sembilan,176
Pahang,281
Penang,228
Perak,310
Perlis,≤100
Putrajaya,≤100
Sabah,166
Sarawak,164
Selangor,1012
Terengganu,274
Unknown,≤100
