Location name,Amount spent (BRL)
Acre (state),844
Alagoas,3968
Amapá,722
Amazonas,4753
Bahia,16767
Ceará,11623
Espírito Santo,3129
Federal District,4651
Goiás,7461
Maranhão,7187
Mato Grosso,6439
Mato Grosso do Sul,3382
Minas Gerais,25363
Paraná,9133
Paraíba,6247
Pará,12638
Pernambuco,16143
Piauí,3734
Rio Grande do Norte,5648
Rio Grande do Sul,16063
Rio de Janeiro (state),13856
Rondônia,1531
Roraima,1097
Santa Catarina,6526
Sergipe,5195
São Paulo (state),47704
Tocantins,1368
Unknown,≤100
