Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,241,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,3
105924582287904,maquillandopermanente,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
109391388543268,Mariana Alves,These ads ran without a disclaimer,≤100,2
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,3
107659855588990,Dre5915-MeReading,These ads ran without a disclaimer,≤100,1
