Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
409758545881921,Intendencia de Colonia,Intendencia de Colonia,900,1
721629447857727,567 El Espacio,Partido por la Victoria del Pueblo - Espacio 567 - Frente Amplio,702,1
1451998975071651,Mario Silvera Intendente,Mario Fabian Silvera Araujo,662,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,618,4
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,345,3
2101673416799600,El Día UY,El Día UY,335,2
110543258724648,Movimiento Blanco 2025,Cristian Damian Borges Manisse,292,3
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,254,4
339506493370193,Richard Sander,Richard Saul Sander Darín,237,2
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,221,1
100461366389167,Bienestar Social IDR,Marcio Protti Toya,≤100,2
107574220629167,Carolina Batista,Norma Valentina Pérez Nunez,≤100,1
104635961288324,Arrivando In Italia,These ads ran without a disclaimer,≤100,1
100641784733064,Sebastian Arballo,Sebastián Gabriel Arballo Fassi,≤100,1
107159438968611,Fernanda Actis Aubagn,These ads ran without a disclaimer,≤100,1
111727494842051,Maria Silva,These ads ran without a disclaimer,≤100,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,2
1592983857598216,China Eastern Airlines,These ads ran without a disclaimer,≤100,1
