Location name,Amount spent (NZD)
Auckland Region,1629
Bay of Plenty Region,296
Canterbury,539
Gisborne District,≤100
Hawke's Bay,149
Manawatu-Wanganui,214
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,201
Otago,204
Southland,≤100
Taranaki,≤100
Tasman District,≤100
Unknown,≤100
Waikato,424
Wellington Region,375
West Coast,≤100
