Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
1366892303449939,Partido Republicano,Partido Republicano,3274655,158
1059804450772270,Antonio Barchiesi,Antonio Barchiesi,363524,8
117971414554702,Juan Sutil,Juan Sutil Candidato,251468,65
103463095024719,Curiocity,Curiocíty,240955,10
257773836107444,Ricardo Ortega Perrier,Ricardo Ortega Perrier,206800,23
305958239880216,Cidere Región de Coquimbo,CIDERE Coquimbo,154008,14
105560941738247,Movilizando Chilenos,Movilizando Chilenos,153892,12
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,142278,14
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,138342,3
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,98011,3
119515629892632,Eduardo Cretton,Eduardo Andrés Cretton Rebolledo,97512,2
102660885525434,Con mi plata NO,Con mi plata No,94681,30
580663538777736,Consejo Minero,Feedback Comunicaciones,93158,3
418281855197789,Democracia Cristiana,Democracia Cristiana,84442,34
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia,84225,14
583194288451920,Compañía Minera del Pacífico,Martin Rodríguez Jickart,73781,3
110951722267366,World Vision Chile,World Vision Chile,68984,4
104189318481439,Minería y Futuro,Mineria y Futuro,68442,7
104782822559247,Jose Antonio Urrutia - Candidato Consejo Constitucional E-18,Agustin Orrego,50376,27
112089607203762,Consejo del Salmón,Consejo del Salmón,43014,8
105292082486576,Edmundo Eluchans,Edmundo Eluchans Urenda,42013,5
168872229926629,Mario Undurraga Consejero Constitucional,Mario Undurraga,40286,8
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,37469,3
102586276093037,Sergio Bitar,Sergio Bitar,35972,4
101761458511272,Jorge Insunza,Jorge Insunza,35570,16
110833717337374,Carolina Navarrete Rubio,Carolina Navarrete Rubio,32933,4
116346351346835,Valeria Cárcamo Vidal,Valeria Angélica Cárcamo Vidal,32156,3
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,30000,1
335068640271176,Nataly Neira,Nataly Neira,28421,9
113153381003177,Natalia Piergentili,Natalia Piergentili,28125,1
114628888236450,Andrés Palma Irarrázaval,Andres Palma Irarrazaval,27698,5
137870152908799,Fundación Para La Confianza,Fundación para la confianza,26723,3
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,24696,3
103030962615298,Chile YAAC,Chile YAAC,24637,11
378598039556864,María José Puigrredón,María José Puigrredón,24020,4
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,23989,12
105556512481661,Alfonso Campos González,Alfonso Campos,22780,2
100537472438913,Futuro Madera,Futuro Madera,21863,1
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,21391,1
116710021362220,Mario Rios Santander,Mario Enrique Rios Santander,20532,1
112303492123355,Rodrigo Delgado,Rodrigo Delgado,20441,7
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,20325,11
13212504705,Jorge Ivan Ulloa Aguillon,Jorge Ivan Ulloa Aguillon,19498,2
102020808805309,Cristian Quilodran Parra,Cristian Quilodran Parra,19390,2
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,19201,14
113608701652984,Victoria Trapp Moreira,Victoria Trapp Moreira,19146,5
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,18198,2
109507485398506,Luis Valentin Ferrada - Consejero Constitucional,Jorge Marto,17836,5
103879121710797,Patricia Sanzana - Consejera Constitucional,Patricia Alejandra Sanzana Cardenas,17557,1
101915952829830,María Pardo Vergara,María Pardo Vergara,17372,3
221901754840837,Acciona.Chile,ACCIONA Chile,17324,12
795799943823203,EVoting Global,E-Voting Chile SPA,17247,1
10152723078,Alejandro Navarro,Alejandro Navarro,16879,1
242604915860706,Caja Los Andes,Caja Los Andes,16751,4
103946825976962,Cristian San Martín abogado constituyente,Cristian Daniel San Martin Carrasco,16566,7
386423238164424,Enel Chile,Enel Chile,16184,2
229835819030014,Gabriel Domínguez,Gabriel Domínguez,15502,2
104820842536215,Ignacio Dülger,Ignacio Dulger,15406,2
130550720303550,DuocUC,Duoc UC,14890,3
111693578511027,Candidato Víctor Hugo Pacheco,Victor Hugo Hiram Pacheco Schmidt,14492,5
109274558738561,Beatriz Hevia Consejera Los Lagos,Beatriz Hevia Consejera Los Lagos,14100,2
104224427947088,Circula el Plástico,Metrix,13864,3
105216102185508,Cvr_abogados,Cvr_abogados,13743,2
100214049680961,Carlos Solar Barrios,Carlos Solar Barrios,13144,1
78239901502,Diario Financiero,Grupo DF,13095,25
181189911970230,Alberto Undurraga V,Alberto Undurraga Vicuña,12462,1
105101844897719,María Claudia Jorquera - Consejera Constitucional Maule,Nicolás Alejandro Pereira Bustamante,11444,5
109313307414020,BHP,These ads ran without a disclaimer,10754,1
105167202072,Mario Desbordes,Mario Desbordes,10372,5
115447711895370,Good Neighbors Chile,ONG Good Neighbors Chile,10300,2
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,10192,1
1495349440756275,Coordinadora Nacional NO Mas Afp,Javier Armando Marquez Gomez,10000,1
930597163645465,Muni Colina,Muni Colina,9935,1
632687896928177,Oscar Crisóstomo,Oscar Manuel Crisóstomo Llanos,9805,2
591373478191895,Samuel Galvez Derpich,Samuel Andrés Gálvez Derpich,9670,5
248421278648620,Mario Vilches Alcaíno,Mario Vilches Alcaíno,8968,1
350025708997760,Minera Vizcachitas,Minera Vizcachitas,8715,4
1106638076061044,Carlos Recondo,Carlos Recondo,8699,1
115963444746860,Solange Carmine Constituyente,Solange Carmine,8652,1
