Location name,Amount spent (CHF)
Aargau,228
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,≤100
Basel-Landschaft,≤100
Bern,235
Canton of Geneva,1784
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,274
Fribourg,145
Graubünden,≤100
Jura,≤100
Luzern,101
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,228
Vaud,414
Zug,≤100
Zürich,459
