Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,2548188,100
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,542748,51
107473468922571,Es hora de levantarse,Es Hora de Levantarse,513733,14
100686031576569,Primero la gente,Secretaría de Medios y Comunicación Pública,131984,18
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,112691,5
327490147360219,Martín Berhongaray,Martín Berhongaray,89280,25
101185599412309,Marcos para Neuquén,Marcos para Neuquen,71942,21
103729412624985,Nueva Pampa,Nueva Pampa,59448,44
641948702550925,Catamarca Gobierno,Gobierno de Catamarca,57822,23
174970176018,Horacio Rodríguez Larreta,PRO Ciudad de Buenos Aires,53817,12
104195999244021,Primero La Pampa,Primero La Pampa,53178,13
104646448661838,La Pampa Ahora,La Pampa Ahora,49785,30
614777578947118,Agarrá la pala,Agarrá la pala,48614,1
335926266503071,7D,7D,46112,3
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,45218,46
1662250880709156,Lanús Municipio,Lanús Municipio,44645,7
2296112127071539,Feedback encuestas,Feedback Encuestas Online,40463,52
103088924366000,Noticias d,Noticias d,40459,119
102436695787908,Chubut por el Cambio,Juntos por Chubut,36621,9
104377591978898,Compacto Córdoba,Compacto Córdoba,35743,5
473851592687665,Gustavo Posse,Gustavo Posse,32592,6
1728738977359845,CPC San Vicente MuniCba,municipalidad de córdoba,32549,3
109612858472866,FM Capital,Radio la capital,31375,3
525334380868858,Martín Lousteau,Martín Lousteau,30494,3
135948233146402,Municipio de Lomas de Zamora,Municipalidad de Lomas de Zamora,30155,2
680986725302906,Roberto Mirabella,Hacemos Santa Fe,28620,8
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,28111,34
105933872199149,Mística,Mística,27226,4
353492111467605,Julio Garro,Land,26320,4
1471624973068591,Bettina Romero,Bettina Romero,21795,1
108335134881351,Política Hoy,Política Hoy,20000,1
108146311912164,Laburen Ladris,www.laburenladris.com,19316,12
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,18982,10
107252148848573,Eduardo Cáceres,Eduardo Cáceres,18844,6
628498977777284,El Continental,Periodico El Continental,18496,10
101996084777901,Mariela Belski,Mariela Belski,18311,24
104726201267494,Legislatura de Neuquén,Legislatura de Neuquén,17072,3
622853724492420,Federico Otermín,Frente de Todos Lomas,16358,1
274062822714291,Sergio Uñac,Servicio informativo Gobierno de San Juan,16072,6
1873194886282596,Francisco Mondotte,Daniel Mondotte,15479,7
363825283650115,Vicente López,Vicente López,15470,7
112040061416636,Jorge Sturzenegger,Jorge Sturzenegger,14163,4
171330806277312,Diego Santilli,Instituto República,13856,36
107590944370114,Voz de Santa Fe,www.vozdesantafe.com.ar,13849,14
1915928008689451,Eli Cuesta,Eli Cuesta,13732,12
551027964955087,Julio César Martinez,Julio Cesar Martinez,13444,2
362204533804292,Municipio de Río Grande,Municipio de Río Grande,13004,8
466348693434886,El Analista de Salta,El Analista de Salta,12885,9
705172499580470,Gustavo Martinez,Gustavo Martinez,12735,25
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,12538,12
