Location name,Amount spent (USD)
Ajloun Governorate,≤100
Amman Governorate,329
Aqaba Governorate,≤100
Balqa Governorate,≤100
Irbid Governorate,≤100
Jerash Governorate,≤100
Karak Governorate,≤100
Ma'an Governorate,≤100
Madaba Governorate,≤100
Mafraq Governorate,≤100
Tafilah Governorate,≤100
Unknown,≤100
Zarqa Governorate,≤100
