Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
753031955030992,Atiku-Okowa.com,One Nigeria Movement,174077,6
14312764639,Atiku Abubakar,The Atiku Campaign,72575,10
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,62710,24
111353874017544,Mukhail Adetokunbo Abiru,Mukhail Adetokunbo Abiru,16139,8
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,13031,5
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,11532,2
103018869332378,BantuPage,Ikechukwu Orji,11260,11
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,9766,5
102126542194217,Reps Aspirants Forum -RAF,Reps Aspirants Forum -RAF,8690,3
1598205703573433,Senator Uba Sani,Uba Sani Media,8436,5
103333362526988,The Eastern Umbrella Forum,The Eastern Umbrella Forum,8127,2
107655665420852,South West Umbrella Forum,South West Umbrella Forum,7833,2
101300476067946,The Northern Umbrella Forum,Northern Umbrella Forum,7795,2
100509629482213,The South-South Umbrella Forum,The South-South Umbrella Forum,7776,2
102061015157420,Nigeria Decides,Nigeria Decides,6778,3
102835755970763,NN19,NN19,6114,3
110034854692816,Eyewitness Nigeria,Eyewitness Nigeria,5657,3
312632449480846,Governor Ifeanyi A. Okowa,Governor Ifeanyi A. Okowa,5469,2
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,5231,5
754967464564993,Youth Alive Foundation,Youth Alive Foundation,4961,2
2138867006432207,Gobir 2023,Young Progressives Party (YPP),4834,2
126460284139483,Nigerianeye,NigerianEye,4593,2
100519749481655,Labour Party Ogun State,Ajibola Adeboye,4330,2
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,3876,7
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,3664,2
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,3228,4
103534109311151,IDA OBOLO SIM For Governor Rivers State,"ESUUK, THANKGOD BIOTU",3228,2
1924396441113309,Onogwu Muhammed,Martins Onuorah,3186,1
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,2922,3
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,2874,3
878141452335886,The Hope For Nigeria,Kerry Kenu,2797,2
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,2509,1
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,2320,4
105756478574505,Stears,Stears,2306,1
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2306,1
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,2261,4
299567433503314,SDN,Stakeholder Democracy Network,2254,1
111529971822200,BeastMarketer,Oladeji Ayinde,2216,2
548855585503561,Panda-tut  Enterprises Limited,Panda-tut Enterprises Limited,2048,1
215863191948778,Frank Nweke Jr,Frank Nweke Ii,1921,2
114899590230768,Hon. Rahman Owokoniran,Nature Of God Foundation,1869,2
103177569070325,Ibrahim Babajide Obanikoro,adeToyan Adeniji-Adele,1859,2
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,1853,4
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,1844,1
100202924924063,Page 36,Page 36,1813,11
171885956874687,Because Of Our Tomorrow,BOOT Party,1678,1
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,1655,1
353265182185073,Brace-up The Young,Brace-up The Young,1635,2
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1623,3
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,1568,3
1598185900266723,Emeka Igwe Campaign Organization,Emeka Igwe,1558,1
101597856085318,Theokmovement,Olakunle Kosile,1470,3
108165847620952,Halimran printing,Enesi Audu Imrana,1435,1
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,1435,1
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,1272,1
1818808125006067,Safiyanu Danladi Mairiga,Safiyanu Danladi Mairiga,1245,2
194110890622942,Leadership News,Samuel Chukwunalue Ossai,1206,1
