Location name,Amount spent (CAD)
Alberta,6903
British Columbia,7494
Manitoba,2131
New Brunswick,1051
Newfoundland and Labrador,1063
Northwest Territories,≤100
Nova Scotia,1316
Nunavut,≤100
Ontario,17308
Prince Edward Island,469
Quebec,12076
Saskatchewan,3316
Unknown,≤100
Yukon,≤100
