Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
1586720604968366,文茜的世界周報 Sisy's World News,These ads ran without a disclaimer,27847,31
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,20842,154
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,18553,4
693907914395620,良杯製所 Oolab,良杯製所 Oolab,15971,9
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,14920,1
106801464127093,目目非營利 MUVE NPO,目目非營利,8960,17
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),7735,46
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,7604,6
177161918975981,基督教芥菜種會,基督教芥菜種會,6634,36
268397903239051,立委補選-林明溱,張宜蓁,6124,3
235679595900,民視新聞,民視新聞,4461,12
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,3804,15
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,3270,2
174567875906128,Epson,台灣愛普生科技股份有限公司,3007,3
236329653113740,台灣玩具圖書館,These ads ran without a disclaimer,2544,1
211730475524462,大陸委員會,大陸委員會,2340,5
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2263,37
1649523455281990,遠山呼喚,遠山呼喚,2195,3
132727540081371,立法委員賴惠員,立法委員賴惠員,1980,3
628210660663641,自由時報地產天下,自由時報地產天下,1889,3
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1888,3
194832457212,天下文化,天下文化,1868,5
436843193180529,Unipapa,Unipapa,1824,15
101297638763256,識媒體,識媒體,1611,8
997683843637673,蔡培慧 慧做事真實在,蔡培慧 慧做事真實在,1446,3
365320250345879,林昶佐 Freddy Lim,林昶佐國會辦公室,1424,1
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1318,17
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1316,4
131410820262008,宏其婦幼醫院,宏其婦幼醫院,1238,3
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,1166,12
699398610097783,劉仁照 Liu Jen-Chao,劉仁照,1160,3
2076282802683734,桃園好農,桃園好農,1079,1
104624290080479,張育美,翊斌黃,1052,4
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,987,2
1629474157289221,小牛頓,小牛頓科學教育有限公司,950,5
188358792124,聯經出版,聯經出版,925,8
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,922,5
219315794887869,聯合報,聯合報股份有限公司,832,10
425471701233096,陳建名,建名 陳,808,2
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,798,2
481065478629613,The News Lens 關鍵評論網,The News Lens 關鍵評論網,785,4
390569611008641,願景工程基金會 Vision Project,願景工程基金會,711,22
652438848137404,連勝文,連勝文,679,1
189061482332,張嘉郡,嘉郡張,674,4
170671044596,天主教善牧基金會,天主教善牧基金會,663,9
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,663,28
101718182459153,天秤座戰士,Companionship Digital,651,3
920752461339263,上班不要看,上班不要看,649,21
108696572024879,民視嘎哩供,民視新聞,648,5
2199675410320212,台灣制憲基金會 TNC,台灣制憲基金會 TNC,642,3
296199430542790,何志偉,志偉 何,615,1
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,605,6
891084220962935,時代力量 New Power Party,時代力量,586,1
359293781476624,看護達人 華鎰仲介,看護達人 華鎰仲介,575,4
111334712256714,勇媽阿惠 - 黃敏惠,勇媽阿惠 - 黃敏惠,557,2
1649151078446134,卓冠廷,冠廷卓,554,12
1693856497304590,竹山鎮長陳東睦,陳東睦,551,1
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,545,1
139928446074309,紳裝訂製西服 Leegentux,紳裝訂製西服 Leegentux,518,1
1659728604312270,台泥企業團,台泥,512,4
102633352493748,微光134移動救偏鄉,微光134移動救偏鄉,510,9
338272413046352,每日桃園,信憲 余,497,1
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,496,4
375176372888863,桃園電子報,桃園電子報,491,1
119282744754924,台灣人權促進會 Taiwan Association for Human Rights,台灣人權促進會 Taiwan Association for Human Rights,483,3
1751961571765479,CSR在天下,偉倫 高,476,1
102943834507641,立法委員 陳椒華,時代力量立委陳椒華,471,1
195890640463420,台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),Che Hui Chu,459,1
1920645851573536,未來城市FutureCity,天下雜誌,453,1
139995871775,中國文化大學推廣教育部,These ads ran without a disclaimer,445,2
289158417927469,大衛綠色科技，大衛太陽能,大衛綠色科技，大衛太陽能,440,2
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,432,1
493525064166133,天下雜誌video,天下雜誌,418,2
835545346525507,南投縣議員 蔡銘軒,銘軒 蔡,391,2
796994720374176,鳴人堂,鳴人堂,331,2
185265471538397,余宛如,余宛如,330,1
137143073105957,愛秀團隊－林碧秀,碧秀 林,323,1
449156429152075,永安國際理財中心,黃詩凭,321,1
368820985964,台灣伴侶權益推動聯盟,台灣伴侶權益推動聯盟,316,1
224048024739982,段樹文,段樹文,315,3
103141681121150,城市學,遠見雜誌,303,1
679518422104905,民視全球新聞,民視新聞,302,4
239512030682497,第一手星聞,民視新聞,298,3
226660410787355,民視體育新聞,民視新聞,298,3
157825744293951,The Garden of Hope Foundation- International Affairs 勵馨基金會國際事務,The Garden of Hope Foundation- International Affairs 勵馨基金會國際事務,290,1
237483602952352,黃適卓,適卓 黃,289,3
104013138750678,翁震州,震州 翁,289,1
1743825042576235,楊文科,楊文科,281,1
112570843421623,社團法人台灣你不是一個人實踐協會,柏岑 葉,280,1
100900089572253,賤民賤解,賤民賤解,265,1
727855827262810,林家興 Alfred Lin,Project Coup Studio,260,1
2142074882525226,張智倫,張智倫,260,1
127628276929,天下雜誌,These ads ran without a disclaimer,259,1
456170574528072,蘇巧慧,蘇巧慧,253,1
1837929996451526,厚研吾尺,Yu Kai Hung,246,1
383894332404945,陳慶齡 新竹市議員,晧瑀 吳,236,1
1466476516978500,花現彰化-彰化縣政府新聞處,佳欣 蔡,235,2
1234106229938484,台灣健康空氣行動聯盟,慧琳趙,226,4
112571907179969,玩霸教育,思揚 蘇,225,1
186612874691719,鄭正鈐,正鈐 鄭,223,1
1658689767742252,東湧Dyhot - 豪宅熱水器首選,These ads ran without a disclaimer,222,2
241403045973,IC 之音 FM97.5,IC 之音 FM97.5,215,2
154631861234059,吳秉叡,吳秉叡,207,1
101167718281657,徐勝凌,勝凌徐,201,1
102005748920346,王宣貿,王宣貿,198,1
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,197,1
218662974825481,王惠美,王惠美,197,1
101576862144790,工程師看政治,玄超 黃,196,1
1587628301470657,林沛祥,沛祥林,186,2
107811418121012,經國里里長 陳俊豪,李欣俐,185,1
337328906854581,陳銘風攬ㄟ冰友,陳銘風攬ㄟ冰友,180,1
110858134884421,楊仲傑 潭陽里里長,仲傑楊,173,3
105931358099314,遠雄文教公益基金會,遠雄文教公益基金會,169,2
101383501930218,永康黃肇輝,黃肇輝,168,1
2496937133920003,中正紀念堂歷史小旅行,永和社區大學,164,1
105692292105892,黃士修,Shih-Hsiu Huang,156,2
496684637111616,陳偉杰 Chen Wei-chieh,偉傑 陳,152,1
110125264121324,自由路上藝術節,林冠億,150,1
810120492410745,全國教育產業總工會,全國教育產業總工會,147,1
106300404532875,工研院產業學院 科技管理專區,These ads ran without a disclaimer,147,1
105742975534267,吳明宜,吳明宜,145,6
148513668543221,地球公民基金會,地球公民基金會,137,2
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,136,2
114414808235140,BSCKll - Nguyễn Hồng Siêm,These ads ran without a disclaimer,131,1
829253007099726,張肇良會做事,肇良 張,126,2
109946254161907,Tommy 獨立理財顧問,詠程 許,124,1
1232239783459957,ICDI  國際氣候發展智庫 International Climate Development Institute,國際氣候發展智庫,120,1
451593611569576,窩窩 wuowuo,These ads ran without a disclaimer,120,3
127628276929,天下雜誌,天下雜誌,118,2
1765791806973716,徐榛蔚,徐榛蔚,118,2
739049559498402,元氣網,udn.com,115,2
195094157238158,好立委 楊瓊瓔,宛儀林,112,1
397434441163,左岸文化,左岸文化,112,1
1606596916218497,桃園市議員吳嘉和,桃園市議員吳嘉和,109,1
111695394938904,桃園市議員 陳韋曄,韋曄陳,105,1
227521757837659,金城更新 許燕輝,許燕輝,104,1
105497726206174,立法委員 王美惠,雅蓮袁,103,1
748193915263885,羅廷瑋,大銘阮,≤100,12
268878329957449,陳光軒・dpp苗栗縣議員,光軒 陳,≤100,1
125534862174582,法律萬狀通-書狀生成,法律萬狀通-書狀生成,≤100,1
781578441915000,林盈徹 香山大耳朵,瑋倫許,≤100,1
170204339772989,金豐企業管理顧問股份有限公司、金豐企業大學,金豐企業管理顧問股份有限公司,≤100,2
