Location name,Amount spent (ZAR)
Eastern Cape,954
Free State,364
Gauteng,2241
KwaZulu-Natal,862
Limpopo,397
Mpumalanga,427
North West,317
Northern Cape,173
Unknown,≤100
Western Cape,4907
