Location name,Amount spent (NZD)
Auckland Region,1841
Bay of Plenty Region,352
Canterbury,577
Gisborne District,≤100
Hawke's Bay,171
Manawatu-Wanganui,224
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,200
Otago,209
Southland,≤100
Taranaki,112
Tasman District,≤100
Unknown,≤100
Waikato,462
Wellington Region,449
West Coast,≤100
