Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,1482906,4
251292808253299,Canadian College,Canadian College,606859,19
101071764864119,Dulce Veneno,Dulce Veneno,534353,12
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,339843,5
377334062304350,Secretaría de Educación de Bogotá,Secretaría de Educación de Bogotá,318758,5
273861903433499,Lourdes López Flórez,Lourdes Del Rosario Lopez Flores,242908,2
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,207332,19
157146724439549,Luis Bernardo Vélez,Martha Patricia Giraldo,203905,4
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,156019,15
1147318942107929,Todos Somos Una,DEBRAIN LLC,109000,4
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,90927,3
2308381916109967,Libardo Asprilla,Jaimer Cantillo Bello,90321,2
106125295156311,Jose Elner Gonzalez,Jose Elner Gonzalez Azcarate,83363,1
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,77610,3
417060811811167,Juan David Duque García,Juan David Duque Garcia,76368,8
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,73911,1
1581065862149234,Alcaldía de Tuluá John Jairo Gomez Aguirre,Alcaldía de Tuluá John Jairo Gomez Aguirre,68553,3
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,67908,8
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,65609,14
104969865721375,Profes.movimientociudadano,John Bazurto,64946,7
1379933302305788,Colegio Gimnasio Americano,Colegio Gimnasio Americano,64413,2
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,59354,1
101769386141297,Congreso Nacional de Actualización Tributaria y Laboral,Julian Chuchoque,55837,2
308398253196220,Jorge Andrés,Digital Tech Ideas S.A.S,52201,1
105788042199348,James Urrego,Tuto Gonzalez,47238,2
1119413181474050,El Avispero Mov,Movilizatorio,46157,1
1823807254333065,Soy Más País,Soy Mas Pais,44975,9
2327643077472100,Instituto Educativo Digital,Instituto Educativo Digital,44785,2
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,39680,3
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,39070,1
796134277395174,Luis Francisco Ruiz Aguilar,Luis Francisco Ruiz Aguilar,39017,3
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,37144,2
295277256700,Concejal María Victoria Vargas Silva,Carmen Pumarejo,36077,2
190649367660431,Orlando Benítez,Orlando David Benitez Mora,35978,3
813793875378684,Bambalinas Co,Bambalinas Co,34623,4
252640334936797,Skandia Colombia,Kelly Vanessa Cuellar Garces,33587,1
915743661945208,Alejandro Eder,Alejandro Eder,33037,3
1670178443243805,Soluciones Educativas P&G,Soluciones Educativas P&G,32826,2
109244682035411,Primero el empleo,Camilo Alfredo Vieco Merlano,32059,2
100537461368132,Elkin Zapata Valencia Concejal,Jeferson Morales,30209,3
1622001728047397,Harman Alcalde,Harman Alcalde,30166,5
107096255516225,Juan Pablo Cano P,Juan Pablo Cano Pulgarin,30000,4
437833369757523,DB MEDIA,Diana Paola Bernal Rodriguez,28917,1
133787883971402,Oscar Ramírez Vahos,Oscar Ramirez Vahos,27199,2
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,27087,3
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,24303,2
191210184867688,Julián Serna Concejal,Julian Andres Serna Ruíz,23506,2
302949706873585,David Múnera Cavadía,Randolf De Jesus Herrera Rincon,22636,1
280796045975298,UniFinanzas S.A.S,Wilmer Arley Céspedes,21601,1
765302097170348,Línea Cero,Linea Cero,20375,4
1588561874548381,Carlos Alfredo García - Abogado,Carlos Alfredo García - Abogado,20181,16
108875804858437,Antimilitantes,Antimilitantes,20018,4
664142747350164,Tatiana López Saldarriaga,Tatiana López Saldarriaga,19402,5
36402799393,Protección Animal Mundial,These ads ran without a disclaimer,18238,1
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,17957,2
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sánchez,17429,4
321582221272701,UNIMINUTO,These ads ran without a disclaimer,15709,2
105068200842316,Edilberto Molina,Tuto Gonzalez,15654,1
108228068238348,Diego Caicedo,Diego Caicedo,14051,2
398583357661790,Papo Amín,Papo Amín,12807,2
2247862198666531,Jhon Osorio,Jhon Eduardo Osorio Londoño,12583,1
108489893822657,Alcaldía De Guasca 2020-2023.,Alcaldía De Guasca 2020-2023.,12011,1
224116751044855,Fundación Carvajal,Fundación Carvajal,11680,1
1319410371405224,Marketing Político,Mauricio Florez-Morris,11518,1
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,11412,2
138634813014016,"Alvaro Múnera, grupo de amigos del Diputado Animalista",Alvaro Munera Builes,11203,2
1314470175266037,Liderazgo politico,Mauricio Florez-Morris,11125,1
109810958651903,Daniel Duarte Pabón candidato a Representante de los Egresados UIS 2023,Daniel F Duarte Pabón,10469,1
1988052664633312,Maria Fernanda Hidalgo,Edwin Narváez Suarez,10195,1
131161704260384,Carlos Ardila,Hugo Andrés Galindo Palacio,10129,1
2068245743232990,Cesar Augusto Guzman,Cesar Augusto Guzman,9969,1
104542552452795,Shirley Charris,Shirley Patricia Charris Lopez,9839,1
351633895540830,Cristhian Fernandez Concejal,Cristhian Camilo Fernandez Morales,9756,2
985173398241132,Gloria Bournigal,These ads ran without a disclaimer,9750,1
108946084100541,Alcaldía Cartagena Del Chairá,Tuto Gonzalez,9731,2
1854102114877469,Mommy Daily Honduras,These ads ran without a disclaimer,9048,1
1798830637009736,Ciudad Bolívar Ant.,Mauricio Marquez Valencia,8343,1
104237548662249,Centro de Emprendimiento Impúlsate,Sebastian Galeano,8308,1
1548934708483807,Didier Lobo,Didier Lobo,8296,1
277375286205338,InnovoBox - Agencia de Publicidad,InnovoBox - Agencia de Publicidad,8244,1
196429217971015,Wilmar Cristancho,Wilmar Cristancho,8020,1
