Location name,Amount spent (EUR)
Andalusia,2975
Aragón,458
Balearic Islands,459
Cantabria,198
Castilla y Leon,590
Castilla-La Mancha,531
Cataluña,3206
Comunidad Valenciana,1708
Comunidad de Madrid,2493
Extremadura,368
Galicia,841
Islas Canarias,780
La Rioja,≤100
Navarra,168
País Vasco,887
Principality of Asturias,392
Region of Murcia,516
Unknown,≤100
