Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,9094291,9
23383061178,Prabowo Subianto,indonesia Adil makmur,6583762,4
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,3609732,118
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,2455719,27
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,1978183,14
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,1254379,17
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,995359,1
197545083607941,Harian Kompas,Harian Kompas,978209,29
212811572075740,Pemerintah Kota Malang,Ayu Fitria Mandarasari,475699,4
101203454841155,Kota Kite,Prayogo,438814,5
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,326821,18
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,324890,12
173996829810061,Ryan F Kono,"Ryan Fahrichsan Kono, B.Com",311624,2
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,307879,23
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,287211,12
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",258014,1
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,237933,3
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,215710,3
101679818973699,Sahabat Ganjar Pranowo,John Kamnahas,206973,21
1690573611256871,Pemerintah Kota Manado,Bryan Sumilat,198766,2
111805655036485,Humas DPRD Pati,Aditya Rachmat Pamungkas,173772,5
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,147490,12
100776135899424,Dr. H. Syamsurizal SE MM,Dr. H. Syamsurizal SE MM,146110,2
103411659195911,JIMAT,Arik Luviani Putri Yasa,138328,7
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,121057,11
111705291366075,Sobat Erick Thohir,Antonius Maghu Ate,118917,12
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,112767,6
110647898605431,Info Solo Raya,Bayu Wicaksono,111456,1
