Location name,Amount spent (CZK)
Central Bohemian Region,44763
Hradec Králové Region,18265
Karlovy Vary Region,8909
Liberec Region,14710
Moravian-Silesian Region,36827
Olomouc Region,19977
Pardubice Region,16668
Plzeň Region,20445
Prague,94551
South Bohemian Region,20952
South Moravian Region,49641
Unknown,≤100
Vysočina Region,14921
Zlín Region,17619
Ústí nad Labem Region,27241
